,KL,JB,SG,PJ
776,7154265,7546713,9882984,8103241
777,5155955,6646846,5882735,9441909
778,6499725,9419597,8486262,7620598
779,9368024,6929971,8755170,6980232
780,5600182,5339200,9522682,6696508
781,5244188,8631336,5288805,5585905
782,8029024,9497715,9781952,6239535
783,8657612,5606699,9225977,5644517
784,5227721,8575757,6692396,7235901
785,8994582,5247337,6382907,8441743
786,5084938,5552099,8939447,9018035
787,6522635,6819058,7658650,8012800
788,7263089,7403992,8080461,9542224
789,7340024,8788495,6687536,9472167
790,6869515,6580705,7803334,9629034
791,6232039,6801549,6058026,5828612
792,6825723,7861729,8673713,8514030
793,6237614,8509066,7788353,7209526
794,6214375,7573454,8840416,8492450
795,5759578,5539099,8720170,9500497
796,8796253,8733345,6889778,8541229
797,7434750,6278743,5814654,8154285
798,5683781,9761395,6265057,8929960
799,9925175,9196948,9998299,9398738
800,9635809,7321491,6960685,6974671
801,6886643,6685784,8051557,8683630
802,6144633,5645278,5385772,9425391
803,5326607,8679387,5543486,8135790
804,6053823,7209519,9319907,9960429
805,8197061,5215863,6580499,6823233
806,6738407,5371528,6828839,6907099
807,6473968,7229267,6620217,7054411
808,6006988,7611809,6885583,6091718
809,8134662,5807291,9296445,9575330
810,8630562,7619811,6576995,6012678
811,7108696,5062622,7543887,6153152
812,5468594,8487522,7549510,9080620
813,9992095,6455411,8303816,6294343
814,7913878,6158355,7605373,9694511
815,6520257,6513308,6480181,5825494
816,6582662,6723981,7157913,6798480
817,5992107,5266617,9037067,9437017
818,5616756,6561529,7942010,8240322
819,7605589,6609724,7378873,5163454
820,6606635,9251651,7808962,8771503
821,8808272,7317139,5906301,5652237
822,5226226,9087442,9149715,9880932
823,8302094,9774106,9158814,7417605
824,8095505,8972301,7973845,7677912
825,8107614,5054907,5930097,7822616
826,8999521,7217137,9066851,9650641
827,6085527,9750082,8382580,6819039
828,5932099,8298399,7750223,7707751
829,8398591,9912628,8535337,5683368
830,5343184,6576493,5773468,7216146
831,5222737,9126417,7049598,7601641
832,9097903,5106970,8644973,5791271
833,6115924,7801475,8463893,5481755
834,9033246,6976295,8813225,7535401
835,6914543,5308135,6966989,5456131
836,8349500,9342383,8742010,8541824
837,5359882,6216636,9817483,8400643
838,8743905,9137222,6531062,7050661
839,7852413,7195754,9434106,7159817
840,6259038,9788929,5044954,7120629
841,9901090,9664436,7897172,9155443
842,6178157,5825105,7997611,6615147
843,8350957,6120370,9785872,7120268
844,8130734,9366406,6356057,7884960
845,8924729,7446904,9356070,5820148
846,5640100,9256432,8937487,6060338
847,6414265,8567445,6781020,7186512
848,7589113,9448906,8328356,5348501
849,6565220,8140822,9009364,5414838
850,5399949,5770770,7161735,6583806
851,9309925,8288498,7110866,7754576
852,9249182,9806152,9571802,7065129
853,7715824,5060626,7080345,8728782
854,7269992,8054019,9719370,9920589
855,5585157,6716646,8475935,7800327
856,9265100,6565477,9632661,8974885
857,6450077,9490156,8151666,7202259
858,7391837,5931122,8373660,8934809
859,8248880,8834024,7610043,8332890
860,5838219,6912682,8044041,9880085
861,7518475,6751637,7104255,8427085
862,5295909,5533575,7546653,7020025
863,9000102,9864978,9868288,7448215
864,9610577,6899375,9375989,8213021
865,5514616,8376049,5843776,7773300
866,7327653,8366910,7721748,5239849
867,6556699,9515434,7017040,6345348
868,8617560,9476510,5213772,5120468
869,8410618,6049983,8652009,9226512
870,6467444,8724487,5876666,5784233
871,8587512,8303203,6559931,6995589
872,7340479,7767668,7134439,7818914
873,6729361,9181099,8233091,6089891
874,9286101,8511812,5295854,7121645
875,5346357,5456203,5507521,7787840
876,5155209,5512785,7779494,9926547
877,9625895,6193648,9343718,7838002
878,9557659,8004474,5347514,8955006
879,8426672,6886588,8179297,5858302
880,8598456,9324438,7406574,5056008
881,5375462,7008849,8526869,6693293
882,8699412,6556453,7381435,7221586
883,6929825,5399237,5991042,9115873
884,8756027,5677055,7109597,8476579
885,5139867,5691202,7448548,7254728
886,5756398,7806194,6501084,5474692
887,7876514,6966201,8785094,7065710
888,8850751,8238339,5589184,9612309
889,5415310,8841402,6131536,9759036
890,7033960,8365166,9023386,8338553
891,8575659,7236534,6250513,7358261
892,8616658,6881229,9178601,6162335
893,9291939,5084610,9892544,6323559
894,5008984,9813663,9985677,9974854
895,9649826,7433359,9680357,7123082
896,7695852,9748332,9844311,7786648
897,7637544,8318168,8522961,9336176
898,9682781,8426777,8001932,5301807
899,5035918,8515703,8288424,5286371
900,8474452,9376502,9448928,8166116
901,8552809,9273974,8082847,6522298
902,7992335,6661933,9796186,6403026
903,9859174,6336717,9419612,8412028
904,9109642,6993987,8904654,6674780
905,7397637,7188672,6599665,9845566
906,6647346,6004139,6068302,8357730
907,8193793,9212021,5783858,7360623
908,8199636,8466842,8300542,9325715
909,9767674,8290437,5630914,6430356
910,5850641,5088927,6136575,9797711
911,6669763,6054728,6132036,5053748
912,5531895,7370611,6137174,7087198
913,5179134,5339581,8969902,9564409
914,8715114,9546853,9002687,5017457
915,9195699,8335944,8077900,7832452
916,5113631,6963564,5796234,8415038
917,6008387,9162888,6361008,6584864
918,5477244,8115317,6683133,7372587
919,9099132,7828918,8371740,8368531
920,7434874,7143988,7475673,8398169
921,5907766,8084810,8319495,9315592
922,7465255,5483972,5745189,9380485
923,6281654,5423480,7987184,9648346
924,8855890,8986752,8414094,6072326
925,9526569,9785930,5198647,7643721
926,9391446,6819816,9625303,8280201
927,6035047,7850182,8469129,6782161
928,8231617,5205856,9149203,9086285
929,7069516,9276999,6352120,8228726
930,8267509,9290333,8792197,9273778
931,9063249,9276468,8059025,8722208
932,7306948,9687535,6597845,7540415
933,9580871,5632683,6513359,8624848
934,5835123,6683359,8152467,9746051
935,5934513,7476366,8335785,9320304
936,5711679,6664944,5137611,6288954
937,8301455,5160443,8988549,8332267
938,6467521,8617655,7253677,7340487
939,6331116,5284633,6921217,7581028
940,5510597,5613812,8716150,5700441
941,6327256,7999990,6187042,5657598
942,8368786,8412435,9016492,6385528
943,9689253,5080752,8935625,9747477
944,6759279,8933794,8141019,6533455
945,5011764,5658783,5987067,8725851
946,8424538,9741399,6138733,9381358
947,9248480,8357192,6700620,9255154
948,6187268,9514948,5752117,8875227
949,6589081,7882175,9859273,9854053
950,6425499,9342466,8070618,9606158
951,6152877,6913914,8610657,9924535
952,7592269,5871401,8447872,8725342
953,5205249,5963848,5060232,8069408
954,7431011,7842923,7443016,5325641
955,5326300,9850624,8822772,9578557
956,9434357,5665023,8325154,8563249
957,8629706,6115100,8623433,7807343
958,6256283,8956732,8823908,5723172
959,6311398,8276908,7218896,7490839
960,7515494,9804379,5128457,6863523
961,8992569,6946245,8188064,7091208
962,5156892,8136856,8926364,9109788
963,8662302,7381050,5641695,6800383
964,5517377,6613920,8610393,9391968
965,7116874,5507265,6672670,5920141
966,6358546,5348079,6013995,6492081
967,5863368,8642267,6805476,8117219
968,7599008,7129539,7278715,9358532
969,8706287,7162288,5256402,9286904
970,7764905,8101045,7145277,8300914
971,8024857,9219652,7157881,6024398
972,5383704,8090391,6219775,9684903
973,9639215,9580194,9297114,9134944
974,5685290,8538307,5317412,7444296
975,6291616,6823143,9715135,5507815
976,5571850,5706186,5396147,7789193
977,9386753,6466943,7425650,5090828
978,6554351,8042004,9836242,6373880
979,5140804,5927615,6057906,8888752
980,9795315,9804714,7491710,7283879
981,6711319,6270858,6683466,5536217
982,6658192,5545072,6869695,8785645
983,7878981,9105172,5400350,7311690
984,5074734,8119752,8104072,9756086
985,8248740,8765613,5635734,9143133
986,9087521,6899890,9993957,9849031
987,9668014,8050205,5123034,6432744
988,5532335,8255204,6422330,8565762
989,7751931,7946186,6959483,9121446
990,9153491,5848826,7111567,5370501
991,7107570,7380004,8629070,5986601
992,8760975,5850590,8465804,7844662
993,9314844,7249803,6083312,9161571
994,9970997,5035459,5771074,9945934
995,5188937,9429614,8391860,8892257
996,6940032,8923687,8235976,9082674
997,5384438,8728566,8453572,9897231
998,7407365,5158040,7298516,8815570
999,7221769,8295397,5572709,9196781
1000,8932367,5249254,7824215,7161926
1001,6953631,5067934,7522918,7930290
1002,6923820,9732383,5629457,7330323
1003,6890809,8116186,6507962,5243690
1004,6361649,5327088,9279406,8140017
1005,7550322,9425270,9873509,7660034
1006,7425436,9426218,8270018,5211528
1007,6004131,8269898,8494430,9041209
1008,8237327,6666312,6635852,9550120
1009,7197280,6852716,5634149,5980476
1010,9899160,7579546,9738178,5549503
1011,6110340,9032091,9881961,5608844
1012,5083052,8570862,5958117,6593841
1013,6188195,8472867,6309450,5252270
1014,5738529,8723528,7336249,5711241
1015,7832307,8574504,7237286,8543081
1016,9412742,6319198,8945379,8715377
1017,5325993,8115425,5494675,7779445
1018,8554541,9097007,5051932,9106675
1019,8002296,6340460,9708400,6596353
1020,6532499,5021411,6219815,5386626
1021,7995507,8693466,7000993,7775061
1022,8160853,7434002,7488176,6023545
1023,8682145,6119417,7916598,7330667
1024,6658110,5279960,7435675,7800709
1025,9140139,9625425,8666657,9259481
1026,9834847,8265464,7441088,6332381
1027,9314917,5241940,5899525,9594791
1028,9272572,8412026,9165293,6841980
1029,9639794,9199670,9145378,7060375
1030,9691988,8348452,7476320,9371152
1031,8634200,7757027,9210190,7146577
1032,5116298,5788746,9057134,5906863
1033,5212514,9740745,6813035,8066083
1034,8995568,9096863,8106516,5809656
1035,5323343,8587127,9988035,5739672
1036,5691485,5071124,7330213,5536949
1037,8079731,5706869,6139545,5292155
1038,8413184,9081481,9733027,9533253
1039,5353494,8154860,9349803,8049390
1040,6935124,9639517,6753484,7931451
1041,5635133,5303222,5630439,6081508
1042,8020783,9626979,7669297,6038013
1043,6017766,6712139,5423405,8865095
1044,6947779,5439717,9173417,7338175
1045,9438059,8059103,9595770,8812772
1046,6745710,9681955,8424227,7306521
1047,9598751,8096697,9676937,9658697
1048,7106697,8133721,9518693,8989230
1049,7426624,8533439,5737407,9962616
1050,7868655,6925727,5698060,7838163
1051,7187688,5711115,8612680,7191694
1052,6974142,9312627,7614367,5276952
1053,9270766,9152368,6664243,8445114
1054,6089704,5675171,5384135,7922591
1055,6595971,7954149,5445851,7725466
1056,9503447,7648960,9092179,5573368
1057,5994680,8908563,5208838,7193170
1058,6508986,7059838,7438384,8268313
1059,6580426,7191026,5729029,8586617
1060,6112990,7552900,5340510,5313762
1061,7419482,6949278,5087553,7130764
1062,7887910,5186939,8542570,5572215
1063,5314735,8407313,7914917,5425408
1064,8184456,8030979,6556682,8840975
1065,8879701,6058099,7012725,6926470
1066,9489598,8115400,9650528,8630314
1067,7426258,9052642,9685502,7290040
1068,8338872,8112209,9209376,5778294
1069,7237336,9760239,6838662,6891480
1070,6782938,6933016,9496591,8264263
1071,7572603,9333383,9351913,8474020
1072,5629707,9640109,8683428,8167327
1073,7569995,6780501,7640876,8579251
1074,7754724,6280925,7077260,8387068
1075,5938603,5159182,7090386,5676967
1076,9815633,7328972,8244425,9994295
1077,9351526,5620920,9861045,7623925
1078,9819147,8859758,7999060,8206265
1079,6368189,8961220,9085223,9414485
1080,6201173,8241545,8444466,9076735
1081,6371187,7759448,7278313,8436739
1082,8953605,7312008,6649268,6934935
1083,8122166,9852799,6203762,5469022
1084,9130944,9519343,6278221,6158154
1085,5167338,8562493,7122035,6429648
1086,8925713,6249677,9366115,6255955
1087,6219686,9444940,6604910,6554372
1088,5446039,6938179,5494485,9906276
1089,5928878,9825477,7499397,6959192
1090,8849210,8830015,8964383,6944905
1091,8343997,9798441,5665645,5385897
1092,9764687,9505895,5280386,9634268
1093,7560390,5363349,5241989,7881604
1094,5105493,8922327,7367775,9843150
1095,6662014,5250808,9352954,8265789
1096,9720660,5126730,5280132,7071872
1097,9647203,8140979,5253206,6881816
1098,5397127,5337752,9981909,7975624
1099,9697238,9944327,9410813,5222283
1100,7624169,8839119,9182580,7996024
1101,9130986,7657447,9972148,6588690
1102,6467827,8257577,9366092,8430329
1103,9955541,8573665,5462230,6679539
1104,9746681,6143722,7840503,8653240
1105,8236886,5198743,5456245,5231947
1106,5967876,9668422,6858648,9766700
1107,7383285,6353428,7583856,6946382
1108,8982568,9277296,6272745,7220501
1109,5295100,7879667,5790809,8474090
1110,9508201,7286429,9076147,7437508
1111,5374881,7757751,5233371,5462937
1112,5306564,7155773,7676736,7994104
1113,6523920,6711651,7523457,5102563
1114,8165763,8425314,7706477,7828905
1115,8695347,8541393,9707124,7144696
1116,9919420,8836975,7111648,9013962
1117,6365572,8930711,8102136,8392689
1118,6634057,5771097,8097045,9112290
1119,9462338,9283683,9650341,9783204
1120,6141328,7731703,6075429,6888171
1121,8493470,6781073,6161581,7267935
1122,5218216,7354011,9548148,9912447
1123,9186294,7590762,8770210,5373743
1124,9633759,9113594,9724370,7947181
1125,5475990,7533611,5451086,7283435
1126,5553348,9440515,9516513,5447441
1127,8952756,7022902,9374570,7724583
1128,8360828,7377491,5971785,6807430
1129,8748338,5731214,6874587,5318902
1130,8441011,8777720,5523197,5995788
1131,9815692,9683179,5230258,8081460
1132,7279339,9008229,9470593,9773442
1133,9016023,7858683,6673126,5664634
1134,7714879,6413698,5612417,9111887
1135,7994273,9457661,9898891,9398946
1136,6973800,6095719,9323995,7590333
1137,7604669,5954321,9596978,7515208
1138,8743847,8505253,7386877,5054437
1139,8496869,8532404,6151366,8127598
1140,5830460,7065108,6482448,6433847
1141,9824052,9592577,8068239,5095861
1142,5416383,6777394,7356782,6210299
1143,9484787,9927013,5902170,6450930
1144,9789704,5104290,8042707,9355017
1145,9010744,8169690,8103586,6000497
1146,6801170,8681972,8535183,5938793
1147,6607703,9551234,9741913,8710363
1148,6388375,9550915,8847927,6166272
1149,8951830,5524990,8037758,6987738
1150,8932345,8580531,6048635,8276187
1151,7533514,7624279,8827132,5487931
1152,5422078,5371742,6769489,7763964
1153,5899863,8458343,5906645,5171355
1154,8622779,7266063,8766351,8986278
1155,7136575,7328869,7146072,7797833
1156,6687834,6613756,5565952,7690965
1157,7332609,5828906,8251259,6499500
1158,8690760,5112954,5396716,5370396
1159,5592259,9367620,8578654,5111174
1160,7931327,7268389,5920303,9335030
1161,6625579,7912021,5792518,9983358
1162,9595700,8956258,5841339,7083566
1163,9561019,6435158,7734734,7245501
1164,7700769,5825949,8178949,6935995
1165,8497369,5992530,8368755,8167789
1166,5035807,7812151,6443620,7555769
1167,9527043,7694323,9141163,8190367
1168,9222446,8501715,8476090,9821124
1169,7500972,6912957,9236042,6218914
1170,8705676,6968610,6705567,6543887
1171,5631638,6910759,5808887,7003468
1172,6597306,5173510,6768631,9304463
1173,8032871,8881663,6274312,5552858
1174,8668125,5803317,7912863,8001740
1175,5520683,9536665,9427553,9580806
1176,6985069,7580577,7029169,9567137
1177,8854983,5820590,9117192,6073129
1178,5280908,6477532,7741854,7512399
1179,9730042,5661487,6342198,9784064
1180,9993578,5298195,5187798,7924871
1181,5069630,5584218,6099206,7705985
1182,5744716,7058170,8643408,5567954
1183,6623505,8740021,9567162,9838080
1184,9748225,9046729,9016615,9078171
1185,8778155,6459567,6551909,9572401
1186,5040650,6757662,9701011,7508685
1187,7635581,7964111,8834350,7590315
1188,6010001,7531792,5811127,8569784
1189,8877205,6165485,8768464,6804396
1190,9352182,5888653,6340167,6715056
1191,7670328,8024712,7113640,6741299
1192,6850770,6795829,7295938,6302405
1193,6291726,5811942,7933407,6587174
1194,8840859,8067071,5380104,8214011
1195,5577269,9349614,6805253,6537638
1196,7881825,9007645,8055697,9926885
1197,6855316,9092078,7967572,6195786
1198,5038982,7990561,8990485,6632491
1199,9609107,9057132,8234330,6202541
1200,8427469,6228511,6235438,8450788
1201,8497808,9996472,8134170,6695335
1202,8791704,8200336,8990189,8789436
1203,8817108,6871049,6978083,7677303
1204,8192775,5995496,8844613,9319104
1205,5943336,8544227,9529239,6129803
1206,7848436,6375228,7974987,5389526
1207,8570241,5861095,6150896,6577011
1208,5227166,6649110,9987800,5362708
1209,8865120,9666811,6640692,9962056
1210,9729947,8585521,7289847,6297727
1211,7320886,8652452,5583046,9669345
1212,7735351,9765208,7090314,8593852
1213,7928972,9735723,5812844,9516921
